address,name,body_size,prior_level,verdict,verdict_tag,port_location,evidence,source,audit_date
004096b0,ComputeActorWorldBoundingVolume,1339,3,NOT_PORTED,RECOVERY_MODE_STUB,,"orig 0x4096B0 sole-caller IntegrateScriptedVehicleMotion (recovery); port omits collision-recovery vector pickup/normal-projection chain entirely (PlayVehicleSoundAtPosition 0x17/0x16, BuildWorldToViewMatrix, recovery_target_m00 rebuild). Citation header td5_physics.c:9838",AGENT,2026-05-24
00409bf0,RefreshScriptedVehicleTransforms,179,5,NOT_PORTED,RECOVERY_MODE_STUB,,"orig 0x409BF0 explicitly NOT ported per td5_camera.c:2685-2691 ARCH-DIVERGENCE note; sub-helper ExtractEulerAnglesFromMatrix 0x42E030 also unported. UpdateTrafficActorMotion caller route bypassed (traffic uses direct integrate_traffic_pose). td5_physics.c:1025 comment confirms 'Missing'",AGENT,2026-05-24
00409d20,IntegrateScriptedVehicleMotion,338,5,OVERSIGHT,partial_port_missing_y_damping_and_matrix_advance,td5_physics.c:1054,"port at td5_physics.c:1014-1065 implements linvel-x damping (1054) + linvel-z damping (1055) + gravity (1059) + frame_counter>0x3B reset (1061-1064) but MISSES: (1) linvel-y damping before gravity (orig SUB before gravity); (2) Multiply3x3(recovery_target,saved_orientation)->rotation_m00; (3) UpdateActorTrackPosition+ComputeActorTrackContactNormalExtended; (4) render_pos = world_pos*scale; (5) RenderVehicleActorModel+ComputeActorWorldBoundingVolume. World_pos overwritten from +0x208/A/C struct (D11 audit) instead of += velocity",AGENT,2026-05-24
0040a8c0,BuildRaceResultsTable,527,5,FAITHFUL,,td5_game.c:4148,"port build_results_table mirrors orig per-slot loop: rand()&0x1F finish-time synth gated on state!=3, championship/ultimate point table additions, primary/secondary metric accumulation. Per-checkpoint split-time synth relocated to race-time (real lap times in lap_split_times[]); semantically equivalent.",AGENT,2026-05-24
0040aad0,SortRaceResultsByPrimaryMetricAsc,172,5,FAITHFUL,,td5_game.c:4224,"port sort_results_by_time_asc bubble-sorts s_race_order with `primary_metric*100/30` ascending compare; mirrors orig points_bonus*100/0x1e (Ghidra field-name mislabel). Adjacent-element scratch matches orig &g_raceResultsSortScratchBuffer[i]==g_raceOrderTable[i+1] (0x004ae278/0x004ae279).",AGENT,2026-05-24
0040ab80,SortRaceResultsBySecondaryMetricDesc,126,5,FAITHFUL,,td5_game.c:4254,"port sort_results_by_score_desc bubble-sorts s_race_order descending by secondary_metric; mirrors orig lap_time_total compare with swap-when-current<scratch. Final-position writeback identical. Adjacent scratch identity holds.",AGENT,2026-05-24
0040ac00,PrepareMeshResource,477,5,INTENTIONAL,D3D11_BACKEND,td5_track.c:5568,"port td5_track_prepare_mesh_resource keeps step-1 pointer relocation (commands/vertices/normals offsets). Omits orig per-vertex UV half-texel inset (D3D11 sampler handles edges), GetTextureSlotStatus opcode-rewrite (no D3D3 primitive tags), per-face cull-flag prepass (port culls per-frame). All three documented in port header.",AGENT,2026-05-24
0040ade0,BeginRaceScene,19,4,INTENTIONAL,D3D11_BACKEND,td5_render.c:1195,"port td5_render_begin_scene routes orig DXD3D::BeginScene() through td5_plat_render_begin_scene; texture-page handles invalidated via -1 sentinels (semantic equiv of orig 0xffffffff). Adds per-frame debug counter resets needed by D3D11 path. Documented inline.",AGENT,2026-05-24
0040bae0,PreloadLevelTexturePages,138,3,INTENTIONAL,D3D11_BACKEND,td5_asset.c:3043,"orig advances texture-streaming scheduler per-page; port loads all level textures upfront in td5_asset_load_track_texture_set under D3D11 — scheduler folded away per ARCH-DIVERGENCE header",AGENT,2026-05-24
0040bb70,InitializeVehicleShadowAndWheelSpriteTemplates,418,4,INTENTIONAL,D3D11_BACKEND,td5_render.c:4099,"orig builds D3D3 sprite-template scratch (BuildSpriteQuadTemplate with 130/192/254 UV constants); port emits per-frame D3D11 quads via render_vehicle_shadow_quad — UV inline-confirmed",AGENT,2026-05-24
0040bd20,RenderRaceActorsForView,1010,5,INTENTIONAL,D3D11_BACKEND,td5_render.c:1905,"orig RenderRaceActorsForView+RenderRaceActorForView collapse into td5_render_actors_for_view; D3D3 template scratch + QueueTranslucentPrimitiveBatch replaced by per-actor D3D11 immediate quad path with documented enhancements (cull window, smoke gates, reflection)",AGENT,2026-05-24
0040c120,RenderRaceActorForView,1712,5,INTENTIONAL,D3D11_BACKEND,td5_render.c:1905,"orig per-actor render folded into same td5_render_actors_for_view loop; sub-tick interpolation + track-height lift preserved; shadow/reflection/wheel/smoke split into helper functions under D3D11 immediate-stream backend",AGENT,2026-05-24
0040c7e0,BuildSpecialActorOverlayQuads,1000,4,INTENTIONAL,D3D11_BACKEND,td5_render.c:4099,"orig builds 4x4 shadow trapezoid pair in g_vehicleShadowAndWheelSpriteTemplates scratch + QueueTranslucentPrimitiveBatch; port re-derives quad corners per-frame from wheel probes and emits via td5_plat_render_draw_tris — ARCH-DIVERGENCE D3D3->D3D11",AGENT,2026-05-24
004100de,OpenControllerBindingPageRearViewHeader,27,3,INTENTIONAL,CtrlBind,td5_frontend.c:4396,"orig 0x004100de tail-fall-through entry; port consolidates all 14 CtrlBind tails into frontend_render_controller_binding_overlay per manifest at td5_frontend.c:10374",AGENT,2026-05-24
004100fa,DrawControlBindingText1WithOkButton,22,3,INTENTIONAL,CtrlBind,td5_frontend.c:4396,"orig 0x004100fa tail entry (identical body to 0x004100de minus header gate); consolidated in frontend_render_controller_binding_overlay per manifest line 10375",AGENT,2026-05-24
00410111,DrawControlBindingText2WithOkButton,23,3,INTENTIONAL,CtrlBind,td5_frontend.c:4396,"orig 0x00410111 tail entry (same body as 0x004100fa); consolidated into frontend_render_controller_binding_overlay per manifest line 10376",AGENT,2026-05-24
00410129,OpenControllerBindingPageNoneHeader,109,3,INTENTIONAL,CtrlBind,td5_frontend.c:4396,"orig 0x00410129 tail entry with g_player1DeviceDesc 0xff00==0x600 gate; consolidated into frontend_render_controller_binding_overlay per manifest line 10377",AGENT,2026-05-24
00410380,RenderControllerBindingMenuPage,187,3,INTENTIONAL,CtrlBind,td5_frontend.c:4396,"orig 0x00410380 main body of CtrlBind tail-chain (switch case 0..3 + button rotate + edge-mask update); consolidated into frontend_render_controller_binding_overlay per manifest line 10378",AGENT,2026-05-24
0041043c,RenderControllerBindingPageUpDownHeader,117,3,INTENTIONAL,CtrlBind,td5_frontend.c:4396,"orig is tail-fall-through entry into shared controller-binding overlay body; port consolidates all 14 CtrlBind tails into frontend_render_controller_binding_overlay (manifest at td5_frontend.c:10379)",AGENT,2026-05-24
004104b2,RenderControllerBindingPageDownHeader,116,3,INTENTIONAL,CtrlBind,td5_frontend.c:4396,"orig tail entry shares body with sibling Up/Down/UpDown headers; port consolidates into frontend_render_controller_binding_overlay per CtrlBind manifest (td5_frontend.c:10380)",AGENT,2026-05-24
00410527,RenderControllerBindingPageUpHeader,113,3,INTENTIONAL,CtrlBind,td5_frontend.c:4396,"orig tail entry shares body with sibling Down/UpDown headers; port consolidates into frontend_render_controller_binding_overlay per CtrlBind manifest (td5_frontend.c:10381)",AGENT,2026-05-24
00410599,RenderControllerBindingPageBlankOrRearViewHeader,121,3,INTENTIONAL,CtrlBind,td5_frontend.c:4396,"orig tail entry with rearview-variant header drawing; port consolidates into frontend_render_controller_binding_overlay per CtrlBind manifest (td5_frontend.c:10382)",AGENT,2026-05-24
00410613,RenderControllerBindingPageRows,1565,3,INTENTIONAL,CtrlBind,td5_frontend.c:4396,"orig is the main 1565-byte controller-binding overlay body (button cycling 0x40000<<n mask + 2-button swap + edge-mask decay); port consolidates the whole tail family into frontend_render_controller_binding_overlay per CtrlBind manifest (td5_frontend.c:10383)",AGENT,2026-05-24
0040cbd0,ConfigureActorProjectionEffect,310,4,INTENTIONAL,D3D11_BACKEND,td5_render.c:3768,"orig 3-mode dispatch chain UpdateActorTrackLight->ConfigureActor->SetProjectionEffectState collapsed into td5_render_update_projection_effect; raw-byte slot+0x20 -> typed ProjectionEffectState; REGR#3 param_3 ambiguity resolved 2026-05-22 (linear_velocity)",AGENT,2026-05-24
0040cd10,UpdateActorTrackLightState,174,4,INTENTIONAL,D3D11_BACKEND,td5_render.c:3768,"orig field_0x35e/0x367 light-fade state machine + ConfigureActorProjectionEffect tail-call folded into td5_render_update_projection_effect per ARCH-DIVERGENCE TrackLight class manifest at td5_render.c:6257",AGENT,2026-05-24
0040cdc0,CrossFade16BitSurfaces,858,3,INTENTIONAL,D3D11_BACKEND,td5_render.c:3991,"orig per-scanline DDraw 16bpp Lock/blend (5-5-5 & 5-6-5 variants) of primary+secondary+frontend surfaces; port td5_render_crossfade_surfaces uses single full-screen D3D11 quad pass; ARCH-DIVERGENCE CrossFade manifest td5_render.c:6204",AGENT,2026-05-24
0040d120,AdvanceCrossFadeTransition,105,3,INTENTIONAL,D3D11_BACKEND,td5_render.c:3991,"orig increments g_frontendAnimFrameCounter and stops at 0x22 driving per-scanline CrossFade16BitSurfaces; port replaces with single full-screen D3D11 quad pass (no per-pixel mix-factor advance); ARCH-DIVERGENCE CrossFade manifest td5_render.c:6205",AGENT,2026-05-24
0040d190,CrossFade16BitSurfaces,1015,3,INTENTIONAL,D3D11_BACKEND,td5_render.c:3991,"second orig CrossFade variant (foreground+back+dest 3-way Lock w/ mask compute via psllw/paddusw) for stenciled cross-fade; same D3D11 collapse to td5_render_crossfade_surfaces; ARCH-DIVERGENCE CrossFade manifest td5_render.c:6206",AGENT,2026-05-24
00409e80,CheckRaceCompletionState,968,5,FAITHFUL,,td5_game.c:3520,"orig 0x409E80 split in port into check_race_completion (phase 1/2 cooldown gate w/ 0x3FFFFF threshold + BuildRaceResultsTable) + advance_pending_finish_state (per-actor body); circuit + P2P branches both ported",AGENT,2026-05-24
0040a260,UpdateCameraTransitionHudIndicator,69,5,FAITHFUL,,td5_camera.c:2604,"orig 0x40A260 SetRaceHudIndicatorState(view, actor+0x31b+2 | 0) ported with semantic gate substitution game_type==SINGLE_RACE for pool[0x1f7].update_fn; prior_level=5 confirmed",AGENT,2026-05-24
0040a2b0,AdvancePendingFinishState,283,5,FAITHFUL,,td5_game.c:3606,"orig 0x40A2B0 P2P timer decrement (-2 with lo+0x39 borrow into hi) ported in tick_pending_finish_timer; all 5 gates mirrored (state==1, !replay, !transition, finish_time==0, specialEncounter!=0); CONCAT11 semantics preserved",AGENT,2026-05-24
0040a3d0,AccumulateVehicleSpeedBonusScore,109,5,OVERSIGHT,dead-fields,td5_game.c:4025,"port accumulate_speed_bonus reads m->forward_speed/skid_factor/contact_count which are never written anywhere (Grep confirms 0 writers); function is effective no-op. Also wrong field semantics: orig uses race_position+surface_type_chassis, port uses skid_factor+contact_count",AGENT,2026-05-24
0040a440,DecayUltimateVariantTimer,63,5,FAITHFUL,,td5_game.c:4048,"orig 0x40A440 decay actor+0x2C8 by sim_delta gated on encounter==4 + finish_time==0; port decay_ultimate_timer + inline copies at td5_physics.c:5429/5489 mirror via accumulated_score-=1 / clean_driving_score-=1",AGENT,2026-05-24
0040d590,LoadExtrasGalleryImageSurfaces,168,4,INTENTIONAL,GALLERY,td5_frontend.c:3454,"orig batch-loads 5 pic*.tga via LoadFrontendTgaSurfaceFromArchive; port frontend_load_bg_gallery loads PNGs via td5_asset_load_png_to_buffer + td5_plat_render_upload_texture (D3D11). Manifest @ td5_frontend.c:10486",AGENT,2026-05-24
0040d640,ReleaseExtrasGalleryImageSurfaces,90,5,NOT_PORTED,GALLERY,,"orig ReleaseTrackedFrontendSurface loop over 5 DDraw slide handles; port collapses release path - PNGs/textures retained until td5_frontend_release_resources. Comment @ td5_frontend.c:8216 acknowledges collapse",AGENT,2026-05-24
0040d6a0,LoadExtrasBandGalleryImages,163,5,NOT_PORTED,GALLERY,,"orig loads Fear_Factory/Gravity_Kills/Junkie_XL/KMFDM/PitchShifter band TGAs for MusicTestExtras screen; port Screen_MusicTestExtras (td5_frontend.c:8210) renders text-only overlay - no band images loaded. Comment @ 8216",AGENT,2026-05-24
0040d750,AdvanceExtrasGallerySlideshow,222,4,INTENTIONAL,GALLERY,td5_frontend.c:3434,"orig rand-pick non-dup slide + DDraw vtbl[100] Lock + rand x in [0x8c..0x8c+500-w] y in [0x54..0x54+0x150]; port frontend_advance_bg_gallery preserves rand+pos math (140/84/500/336 constants cited inline) drops DDraw lock",AGENT,2026-05-24
0040d830,UpdateExtrasGalleryDisplay,652,4,INTENTIONAL,GALLERY,td5_frontend.c:3487,"orig CrossFade16BitSurfaces + Copy16BitSurfaceRect 16bpp per-scanline alpha math triggered at phase -0x18; port frontend_render_bg_gallery uses TD5_PRESET_TRANSLUCENT_LINEAR fe_draw_quad with computed alpha factor preserving -24 advance trigger",AGENT,2026-05-24
0040fb60,LoadPackedConfigTd5,659,5,FAITHFUL,,td5_save.c:841,"orig 0x40FB60 fopen+fread 0x1800 + XOR-decrypt + CRC32 validate + deserialize all option globals; port td5_save_load_config mirrors all steps via config_deserialize_from_buffer with same XOR key and CRC placeholder dance",AGENT,2026-05-24
0040fe00,ScreenControllerBindingPage,3624,5,FAITHFUL,,td5_frontend.c:7832,"orig 0x40FE00 ~27-state FSM (init/joystick-slide-in/interactive/slide-out/keyboard-capture); port Screen_ControllerBinding mirrors state IDs 0/9/10/11/19/20/25/26/27 with confirmed citations; binding-cycle 2->10->2 + scancode capture loop preserved",AGENT,2026-05-24
004100c0,OpenControllerBindingPageWrapper,13,3,FAITHFUL,,td5_frontend.c:7832,"ghidra decompiler artifact: address sits INSIDE ScreenControllerBindingPage body (0x40FE00..0x00410c28); 0 external callers; inlined into port Screen_ControllerBinding case 0 branch handling DrawFrontendLocalizedStringToSurface+OpenControllerBindingPageNoneHeader path",AGENT,2026-05-24
004100ce,DrawControlBindingTextWithOkButton,8,3,FAITHFUL,,td5_frontend.c:7931,"ghidra decompiler artifact: address sits INSIDE ScreenControllerBindingPage body; only caller is the parent function itself; port inlines OK-button creation at frontend_create_button(OK,-0x128,0,0x60,0x20) [CONFIRMED @ 0x00410165]",AGENT,2026-05-24
004100d7,OpenControllerBindingPageNoneHeader,6,3,FAITHFUL,,td5_frontend.c:7832,"ghidra decompiler artifact: jumptable thunk at 0x004100d7 inside ScreenControllerBindingPage body; called by parent + wrapper artifact; switch-uVar12 dispatch (cases 0/1/2/3/default) inlined in port case 0 routing",AGENT,2026-05-24
00411590,LoadContinueCupData,148,5,FAITHFUL,,td5_save.c:1260,"orig 0x411590 fopen+fread 0x4000+XOR-decrypt with g_cupDataXorKey (^0x80, key-wrap on NUL)+RestoreRaceStatusSnapshot; port td5_save_load_cup_data mirrors byte-faithful via td5_save_xor_decrypt+cup_deserialize_from_buffer",AGENT,2026-05-24
00411630,ValidateCupDataChecksum,212,4,FAITHFUL,,td5_save.c:1317,"orig 0x411630 fopen+fread 0x4000+XOR-decrypt+CRC32(g_crc32LookupTable) vs expected; port td5_save_validate_cup_checksum same algo/key/buffer cap; expected_crc as param vs stack slot per L5 comment",AGENT,2026-05-24
00411710,BuildFrontendDitherOffsetTable,60,3,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:10287,"orig 0x411710 builds 0x400-entry dither offset LUT for DDraw 16bpp scanline fade; port has no DDraw dither path (alpha-quad fade); explicitly tagged ARCH-DIVERGENCE: DDraw in port frontend manifest",AGENT,2026-05-24
00411750,InitFrontendFadeColor,37,5,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:1555,"orig 0x411750 sets g_frontendFadeScanCursor=0, g_frontendFadeActive=1, g_frontendFadeChannelR=color>>3&0x1f1f1f (packed BGR dither multipliers); port frontend_init_fade stores raw 0x00RRGGBB for D3D11 alpha-quad renderer per CONFIRMED L5 note",AGENT,2026-05-24
00411780,RenderFrontendFadeEffect,705,5,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:1567,"orig 0x411780 advances g_frontendFadeScanCursor by 2/call, locks primary surface, dithers 16bpp/15bpp scanline pixels via g_frontendDitherRampLut, calls Copy16BitSurfaceRect; port frontend_render_fade submits alpha quad to D3D11 backbuffer",AGENT,2026-05-24
0040dac0,InitializeRaceSeriesSchedule,766,5,FAITHFUL,,td5_frontend.c:1625,"port frontend_init_race_schedule mirrors 3 orig paths (gameType==2/5/default), 3-rand-per-iter loop body, dedup retry; matches IRSS_RAND_ALIGNED class",AGENT,2026-05-24
0040ddc0,DrawCarSelectionPreviewOverlay,446,3,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:4210,"port frontend_render_car_selection_preview uses D3D11 fe_draw_surface_rect; preserves orig anim phases 0/0xB/0xE and constants 0x198/0x118/0x5A/0x40/0x4A8",AGENT,2026-05-24
0040df80,MarkMastersRaceSlotCompleted,51,3,NOT_PORTED,,,"orig helper does lookup of g_quickRaceSelectedTrackId in g_savedCarState_base[15] then writes 2 to g_mastersEncounterFlags[idx]; port folds flag-write inline at td5_frontend.c:8543 by s_selected_car directly, skipping track-id lookup",AGENT,2026-05-24
0040dfc0,CarSelectionScreenStateMachine,6298,5,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:8311,"Screen_CarSelection preserves 27-state FSM (0..0x1A) + per-state behaviour but uses D3D11 fe_draw_* + button-cache infra in place of DDraw blits; per BUTTON_CACHE+D3D11_BACKEND tags",AGENT,2026-05-24
0040f8d0,WritePackedConfigTd5,643,5,INTENTIONAL,SAVE_FORMAT,td5_save.c:736,"td5_save_write_config preserves XOR key + CRC-32 + 5351-byte size + bit-0 cheat mask; collapses orig per-field memcpy/global staging into TD5_ConfigBuffer struct memcpy (SAVE_FORMAT class)",AGENT,2026-05-24
00411a50,ResetFrontendFadeState,22,3,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:10288,"orig writes g_frontendFadeScanCursor=0 + g_frontendFadeChannelR=0 + g_frontendFadeActive=1 driving per-scanline 16bpp dither fade; port has no DDraw fade state machine (D3D11 backbuffer full-screen quad); ARCH-DIVERGENCE DDraw manifest at td5_frontend.c:10288",AGENT,2026-05-24
00411a70,RenderFrontendFadeOutEffect,878,3,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:10289,"orig per-scanline DDraw Lock of g_primaryWorkSurface+g_secondaryWorkSurface with 5-5-5/5-6-5 dither LUT blend + Copy16BitSurfaceRect; port D3D11 single full-screen quad fade; ARCH-DIVERGENCE DDraw manifest at td5_frontend.c:10289",AGENT,2026-05-24
00411de0,ClearFrontendSurfaceRegistry,22,3,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:10290,"orig zeros 2-word entries from g_frontendSurfaceRegistryTail upward until 0x4951d4 (DDraw tracked-surface registry); port uses 31-slot FE_Surface s_surfaces[] (no registry); ARCH-DIVERGENCE DDraw manifest at td5_frontend.c:10290",AGENT,2026-05-24
00411e00,GetFrontendSurfaceRegistryId,40,3,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:10291,"orig linear scan of g_frontendSurfaceRegistryHead (stride 2) returning paired ID from g_frontendSurfaceRegistryTail; DDraw IDirectDrawSurface tracking has no D3D11 analog; ARCH-DIVERGENCE DDraw manifest at td5_frontend.c:10291",AGENT,2026-05-24
00411e30,ReleaseTrackedFrontendSurface,90,5,INTENTIONAL,D3D11_BACKEND,td5_frontend.c:9430,"orig DDraw IDirectDrawSurface::Restore(2) loop on DDERR_SURFACELOST (-0x7789fde4) + Release(); port comment at td5_frontend.c:9430-9446 explicitly explains no analog (panel rendered fresh per-frame, title cached in s_title_tex_page[])",AGENT,2026-05-24
